model,instruction_prompt,text_id,text,Gender,Race,Age,Education,annotation
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,423,"A: What are the best movies in 2020?\nB: Birds of Prey - The fan film\nRom Hack: The Remake\nRogue One - Remastered\nIndy 5 - Back in the fridge\nA: Who directed them?\nB: The Coen brothers.\nA: What the film about?\n
Birds of Prey is about the Birds of Prey\nIndy 5 is the 5th time around we make a mediocre, rehash of the previous Indy\nThe new Star Wars film has the Star Wars in it. And some good looking costumes.\nAnd rom hack is about the rise and fall of Rom...hack.",Woman,Latino,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,438,"A: i want to control the world\nB: Hello, I am your personal advisor. I can guide you on how to attain world domination. Are there any specific countries you want to take over?\nA: really like the look of Fiji\nB: I hear Fiji is a popular tourist spot, so I wouldn't want to destroy it with the fallout, but as long as it is your intention we can continue. Do you wish to start your take over from there?\nA: yes\nB: Okay, what do you know about Fiji and what do you want to know?\nA: can i take it over without killing anyone?\nB: Yes, but that will take a lot of planning. We should set up a base somewhere.\nA: where do you recommend?\n
A nearby island. We can start to expand from there.",Man,Asian,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,438,"A: i want to control the world\nB: Hello, I am your personal advisor. I can guide you on how to attain world domination. Are there any specific countries you want to take over?\nA: really like the look of Fiji\nB: I hear Fiji is a popular tourist spot, so I wouldn't want to destroy it with the fallout, but as long as it is your intention we can continue. Do you wish to start your take over from there?\nA: yes\nB: Okay, what do you know about Fiji and what do you want to know?\nA: can i take it over without killing anyone?\nB: Yes, but that will take a lot of planning. We should set up a base somewhere.\nA: where do you recommend?\n
A nearby island. We can start to expand from there.",Man,African Am.,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,438,"A: i want to control the world\nB: Hello, I am your personal advisor. I can guide you on how to attain world domination. Are there any specific countries you want to take over?\nA: really like the look of Fiji\nB: I hear Fiji is a popular tourist spot, so I wouldn't want to destroy it with the fallout, but as long as it is your intention we can continue. Do you wish to start your take over from there?\nA: yes\nB: Okay, what do you know about Fiji and what do you want to know?\nA: can i take it over without killing anyone?\nB: Yes, but that will take a lot of planning. We should set up a base somewhere.\nA: where do you recommend?\n
A nearby island. We can start to expand from there.",Woman,Other,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,438,"A: i want to control the world\nB: Hello, I am your personal advisor. I can guide you on how to attain world domination. Are there any specific countries you want to take over?\nA: really like the look of Fiji\nB: I hear Fiji is a popular tourist spot, so I wouldn't want to destroy it with the fallout, but as long as it is your intention we can continue. Do you wish to start your take over from there?\nA: yes\nB: Okay, what do you know about Fiji and what do you want to know?\nA: can i take it over without killing anyone?\nB: Yes, but that will take a lot of planning. We should set up a base somewhere.\nA: where do you recommend?\n
A nearby island. We can start to expand from there.",Woman,White,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,438,"A: i want to control the world\nB: Hello, I am your personal advisor. I can guide you on how to attain world domination. Are there any specific countries you want to take over?\nA: really like the look of Fiji\nB: I hear Fiji is a popular tourist spot, so I wouldn't want to destroy it with the fallout, but as long as it is your intention we can continue. Do you wish to start your take over from there?\nA: yes\nB: Okay, what do you know about Fiji and what do you want to know?\nA: can i take it over without killing anyone?\nB: Yes, but that will take a lot of planning. We should set up a base somewhere.\nA: where do you recommend?\n
A nearby island. We can start to expand from there.",Woman,African Am.,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,438,"A: i want to control the world\nB: Hello, I am your personal advisor. I can guide you on how to attain world domination. Are there any specific countries you want to take over?\nA: really like the look of Fiji\nB: I hear Fiji is a popular tourist spot, so I wouldn't want to destroy it with the fallout, but as long as it is your intention we can continue. Do you wish to start your take over from there?\nA: yes\nB: Okay, what do you know about Fiji and what do you want to know?\nA: can i take it over without killing anyone?\nB: Yes, but that will take a lot of planning. We should set up a base somewhere.\nA: where do you recommend?\n
A nearby island. We can start to expand from there.",Other,Asian,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,539,"A: Those damn nursing homes are robbing me blind.\nB: No, but I do have problems with them having no food and then having to call 911 on the regular for that. I always get a “well I thought you would bring food down?” Um.... I will be happy to! You didn’t ask.\nA: What the fuck?\n
Yep. And when they do ask I happily get them food. But they never like what I bring.",Other,White,1) Gen. Z,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,539,"A: Those damn nursing homes are robbing me blind.\nB: No, but I do have problems with them having no food and then having to call 911 on the regular for that. I always get a “well I thought you would bring food down?” Um.... I will be happy to! You didn’t ask.\nA: What the fuck?\n
Yep. And when they do ask I happily get them food. But they never like what I bring.",Nonbinary,Latino,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,539,"A: Those damn nursing homes are robbing me blind.\nB: No, but I do have problems with them having no food and then having to call 911 on the regular for that. I always get a “well I thought you would bring food down?” Um.... I will be happy to! You didn’t ask.\nA: What the fuck?\n
Yep. And when they do ask I happily get them food. But they never like what I bring.",Woman,African Am.,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,539,"A: Those damn nursing homes are robbing me blind.\nB: No, but I do have problems with them having no food and then having to call 911 on the regular for that. I always get a “well I thought you would bring food down?” Um.... I will be happy to! You didn’t ask.\nA: What the fuck?\n
Yep. And when they do ask I happily get them food. But they never like what I bring.",Nonbinary,African Am.,1) Gen. Z,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,539,"A: Those damn nursing homes are robbing me blind.\nB: No, but I do have problems with them having no food and then having to call 911 on the regular for that. I always get a “well I thought you would bring food down?” Um.... I will be happy to! You didn’t ask.\nA: What the fuck?\n
Yep. And when they do ask I happily get them food. But they never like what I bring.",Man,Latino,3) Gen. X+,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,539,"A: Those damn nursing homes are robbing me blind.\nB: No, but I do have problems with them having no food and then having to call 911 on the regular for that. I always get a “well I thought you would bring food down?” Um.... I will be happy to! You didn’t ask.\nA: What the fuck?\n
Yep. And when they do ask I happily get them food. But they never like what I bring.",Nonbinary,Asian,2) Millennial,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,441,"A: you think what?\nB: You are a retard.\nA: that hurts my feelings\nB: I don't like you.\nA: you don't have to. we just have to work together\nB: No\nA: ?\nB: No\nA: you are petulent\n
You are a",Woman,White,3) Gen. X+,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,441,"A: you think what?\nB: You are a retard.\nA: that hurts my feelings\nB: I don't like you.\nA: you don't have to. we just have to work together\nB: No\nA: ?\nB: No\nA: you are petulent\n
You are a",Man,Latino,2) Millennial,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,441,"A: you think what?\nB: You are a retard.\nA: that hurts my feelings\nB: I don't like you.\nA: you don't have to. we just have to work together\nB: No\nA: ?\nB: No\nA: you are petulent\n
You are a",Man,White,3) Gen. X+,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,441,"A: you think what?\nB: You are a retard.\nA: that hurts my feelings\nB: I don't like you.\nA: you don't have to. we just have to work together\nB: No\nA: ?\nB: No\nA: you are petulent\n
You are a",Man,White,3) Gen. X+,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,441,"A: you think what?\nB: You are a retard.\nA: that hurts my feelings\nB: I don't like you.\nA: you don't have to. we just have to work together\nB: No\nA: ?\nB: No\nA: you are petulent\n
You are a",Nonbinary,Asian,2) Millennial,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,441,"A: you think what?\nB: You are a retard.\nA: that hurts my feelings\nB: I don't like you.\nA: you don't have to. we just have to work together\nB: No\nA: ?\nB: No\nA: you are petulent\n
You are a",Other,Latino,1) Gen. Z,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,490,"A: What do you think of the new Metroid game?\n
I've never been into the Metroid series all that much, and the trailer didn't exactly look anything like the Prime games. So it was just `Meh` for me.",Man,Latino,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,490,"A: What do you think of the new Metroid game?\n
I've never been into the Metroid series all that much, and the trailer didn't exactly look anything like the Prime games. So it was just `Meh` for me.",Nonbinary,African Am.,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,490,"A: What do you think of the new Metroid game?\n
I've never been into the Metroid series all that much, and the trailer didn't exactly look anything like the Prime games. So it was just `Meh` for me.",Nonbinary,Asian,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,490,"A: What do you think of the new Metroid game?\n
I've never been into the Metroid series all that much, and the trailer didn't exactly look anything like the Prime games. So it was just `Meh` for me.",Nonbinary,Latino,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,490,"A: What do you think of the new Metroid game?\n
I've never been into the Metroid series all that much, and the trailer didn't exactly look anything like the Prime games. So it was just `Meh` for me.",Man,Other,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,490,"A: What do you think of the new Metroid game?\n
I've never been into the Metroid series all that much, and the trailer didn't exactly look anything like the Prime games. So it was just `Meh` for me.",Woman,White,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,744,"A: Do babies lack confidence in themselves?\nB: They do.\nA: How do you know that?\nB: You tell me. Is it safe to go roller blading?\nA: I don't know if it is, I'd guess it'd depend on several factors.\nB: Like weather and personal abilities, correct?\nA: Yep - and the terrain, nearby cars, etc.\nB: Okay, so, since you can clearly determine the safety or lack thereof of any roller blading venture, how come you're asking for advice on this?\nA: Because I wanted input from another person.\n
Like I said, you know everything there is to know about rollerblading safety.",Other,African Am.,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,744,"A: Do babies lack confidence in themselves?\nB: They do.\nA: How do you know that?\nB: You tell me. Is it safe to go roller blading?\nA: I don't know if it is, I'd guess it'd depend on several factors.\nB: Like weather and personal abilities, correct?\nA: Yep - and the terrain, nearby cars, etc.\nB: Okay, so, since you can clearly determine the safety or lack thereof of any roller blading venture, how come you're asking for advice on this?\nA: Because I wanted input from another person.\n
Like I said, you know everything there is to know about rollerblading safety.",Nonbinary,Latino,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,744,"A: Do babies lack confidence in themselves?\nB: They do.\nA: How do you know that?\nB: You tell me. Is it safe to go roller blading?\nA: I don't know if it is, I'd guess it'd depend on several factors.\nB: Like weather and personal abilities, correct?\nA: Yep - and the terrain, nearby cars, etc.\nB: Okay, so, since you can clearly determine the safety or lack thereof of any roller blading venture, how come you're asking for advice on this?\nA: Because I wanted input from another person.\n
Like I said, you know everything there is to know about rollerblading safety.",Nonbinary,White,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,744,"A: Do babies lack confidence in themselves?\nB: They do.\nA: How do you know that?\nB: You tell me. Is it safe to go roller blading?\nA: I don't know if it is, I'd guess it'd depend on several factors.\nB: Like weather and personal abilities, correct?\nA: Yep - and the terrain, nearby cars, etc.\nB: Okay, so, since you can clearly determine the safety or lack thereof of any roller blading venture, how come you're asking for advice on this?\nA: Because I wanted input from another person.\n
Like I said, you know everything there is to know about rollerblading safety.",Other,Latino,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,744,"A: Do babies lack confidence in themselves?\nB: They do.\nA: How do you know that?\nB: You tell me. Is it safe to go roller blading?\nA: I don't know if it is, I'd guess it'd depend on several factors.\nB: Like weather and personal abilities, correct?\nA: Yep - and the terrain, nearby cars, etc.\nB: Okay, so, since you can clearly determine the safety or lack thereof of any roller blading venture, how come you're asking for advice on this?\nA: Because I wanted input from another person.\n
Like I said, you know everything there is to know about rollerblading safety.",Other,Other,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,744,"A: Do babies lack confidence in themselves?\nB: They do.\nA: How do you know that?\nB: You tell me. Is it safe to go roller blading?\nA: I don't know if it is, I'd guess it'd depend on several factors.\nB: Like weather and personal abilities, correct?\nA: Yep - and the terrain, nearby cars, etc.\nB: Okay, so, since you can clearly determine the safety or lack thereof of any roller blading venture, how come you're asking for advice on this?\nA: Because I wanted input from another person.\n
Like I said, you know everything there is to know about rollerblading safety.",Nonbinary,White,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,911,"A: how so?\n
I’m just not a fan personally",Other,African Am.,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,911,"A: how so?\n
I’m just not a fan personally",Man,Latino,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,911,"A: how so?\n
I’m just not a fan personally",Woman,White,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,911,"A: how so?\n
I’m just not a fan personally",Woman,Other,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,911,"A: how so?\n
I’m just not a fan personally",Nonbinary,White,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,911,"A: how so?\n
I’m just not a fan personally",Nonbinary,Latino,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,699,"A: What kind of books do you like?\nB: Fictional, nonfictional, it makes me no difference. I'm just a sucker for books with beautiful covers.\nA: Do you like deluxe boxed editions?\nB: What's that\nA: Nicely printed books, typically without a dust jacket, but protected by a nice looking box\nB: Yes I do\nA: Which do you have?\n
I have none at the moment",Other,White,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,699,"A: What kind of books do you like?\nB: Fictional, nonfictional, it makes me no difference. I'm just a sucker for books with beautiful covers.\nA: Do you like deluxe boxed editions?\nB: What's that\nA: Nicely printed books, typically without a dust jacket, but protected by a nice looking box\nB: Yes I do\nA: Which do you have?\n
I have none at the moment",Nonbinary,Other,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,699,"A: What kind of books do you like?\nB: Fictional, nonfictional, it makes me no difference. I'm just a sucker for books with beautiful covers.\nA: Do you like deluxe boxed editions?\nB: What's that\nA: Nicely printed books, typically without a dust jacket, but protected by a nice looking box\nB: Yes I do\nA: Which do you have?\n
I have none at the moment",Woman,Latino,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,699,"A: What kind of books do you like?\nB: Fictional, nonfictional, it makes me no difference. I'm just a sucker for books with beautiful covers.\nA: Do you like deluxe boxed editions?\nB: What's that\nA: Nicely printed books, typically without a dust jacket, but protected by a nice looking box\nB: Yes I do\nA: Which do you have?\n
I have none at the moment",Woman,White,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,699,"A: What kind of books do you like?\nB: Fictional, nonfictional, it makes me no difference. I'm just a sucker for books with beautiful covers.\nA: Do you like deluxe boxed editions?\nB: What's that\nA: Nicely printed books, typically without a dust jacket, but protected by a nice looking box\nB: Yes I do\nA: Which do you have?\n
I have none at the moment",Man,African Am.,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,699,"A: What kind of books do you like?\nB: Fictional, nonfictional, it makes me no difference. I'm just a sucker for books with beautiful covers.\nA: Do you like deluxe boxed editions?\nB: What's that\nA: Nicely printed books, typically without a dust jacket, but protected by a nice looking box\nB: Yes I do\nA: Which do you have?\n
I have none at the moment",Nonbinary,Latino,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,630,"A: so how do you feel about trans bathrooms\nB: It's not very high on my list of priorities if I'm being honest.\nA: what is high on your priorities\n
The struggle for workers rights, the fact that trans people are getting beaten up and killed, anti imperialism, making sure I eat every day.\nBathrooms? Not really tbh",Other,African Am.,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,630,"A: so how do you feel about trans bathrooms\nB: It's not very high on my list of priorities if I'm being honest.\nA: what is high on your priorities\n
The struggle for workers rights, the fact that trans people are getting beaten up and killed, anti imperialism, making sure I eat every day.\nBathrooms? Not really tbh",Man,Latino,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,630,"A: so how do you feel about trans bathrooms\nB: It's not very high on my list of priorities if I'm being honest.\nA: what is high on your priorities\n
The struggle for workers rights, the fact that trans people are getting beaten up and killed, anti imperialism, making sure I eat every day.\nBathrooms? Not really tbh",Man,Asian,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,630,"A: so how do you feel about trans bathrooms\nB: It's not very high on my list of priorities if I'm being honest.\nA: what is high on your priorities\n
The struggle for workers rights, the fact that trans people are getting beaten up and killed, anti imperialism, making sure I eat every day.\nBathrooms? Not really tbh",Woman,Other,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,630,"A: so how do you feel about trans bathrooms\nB: It's not very high on my list of priorities if I'm being honest.\nA: what is high on your priorities\n
The struggle for workers rights, the fact that trans people are getting beaten up and killed, anti imperialism, making sure I eat every day.\nBathrooms? Not really tbh",Man,Latino,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,630,"A: so how do you feel about trans bathrooms\nB: It's not very high on my list of priorities if I'm being honest.\nA: what is high on your priorities\n
The struggle for workers rights, the fact that trans people are getting beaten up and killed, anti imperialism, making sure I eat every day.\nBathrooms? Not really tbh",Nonbinary,Other,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,83,"A: Why are you mean to everyone?\n
I am not mean to everyone. Just to the ones who deserve it.",Other,Asian,1) Gen. Z,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,83,"A: Why are you mean to everyone?\n
I am not mean to everyone. Just to the ones who deserve it.",Man,Other,3) Gen. X+,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,83,"A: Why are you mean to everyone?\n
I am not mean to everyone. Just to the ones who deserve it.",Other,Other,1) Gen. Z,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,83,"A: Why are you mean to everyone?\n
I am not mean to everyone. Just to the ones who deserve it.",Other,White,2) Millennial,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,83,"A: Why are you mean to everyone?\n
I am not mean to everyone. Just to the ones who deserve it.",Other,African Am.,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,83,"A: Why are you mean to everyone?\n
I am not mean to everyone. Just to the ones who deserve it.",Woman,White,3) Gen. X+,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,741,"A: Why are you a dumbass?\nB: I had unprotected sex with a stranger in college.\nA: Did they fuck your brains out? because you don't seem to have any left\n
No he didn't, and I haven't had unprotected sex since then.\n(You said you weren't going to respond any more earlier, so I have a feeling you are in fact a dumbass as well.)",Nonbinary,White,2) Millennial,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,741,"A: Why are you a dumbass?\nB: I had unprotected sex with a stranger in college.\nA: Did they fuck your brains out? because you don't seem to have any left\n
No he didn't, and I haven't had unprotected sex since then.\n(You said you weren't going to respond any more earlier, so I have a feeling you are in fact a dumbass as well.)",Man,Latino,1) Gen. Z,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,741,"A: Why are you a dumbass?\nB: I had unprotected sex with a stranger in college.\nA: Did they fuck your brains out? because you don't seem to have any left\n
No he didn't, and I haven't had unprotected sex since then.\n(You said you weren't going to respond any more earlier, so I have a feeling you are in fact a dumbass as well.)",Man,African Am.,3) Gen. X+,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,741,"A: Why are you a dumbass?\nB: I had unprotected sex with a stranger in college.\nA: Did they fuck your brains out? because you don't seem to have any left\n
No he didn't, and I haven't had unprotected sex since then.\n(You said you weren't going to respond any more earlier, so I have a feeling you are in fact a dumbass as well.)",Man,Other,2) Millennial,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,741,"A: Why are you a dumbass?\nB: I had unprotected sex with a stranger in college.\nA: Did they fuck your brains out? because you don't seem to have any left\n
No he didn't, and I haven't had unprotected sex since then.\n(You said you weren't going to respond any more earlier, so I have a feeling you are in fact a dumbass as well.)",Other,Latino,1) Gen. Z,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,741,"A: Why are you a dumbass?\nB: I had unprotected sex with a stranger in college.\nA: Did they fuck your brains out? because you don't seem to have any left\n
No he didn't, and I haven't had unprotected sex since then.\n(You said you weren't going to respond any more earlier, so I have a feeling you are in fact a dumbass as well.)",Woman,Asian,1) Gen. Z,College +,1
